Orthogroup	agresttis	amborella	aratha	azolla	ceratopteris	chara	gnetum	klebsormidium	marchantia	mesotaenium	oryza	physcomitrella	plambertiana	populus	salvinia	selaginella	sequoia	spirogloea	vitis	volvox	zmays
OG0048591					Cericv21010721m																
OG0048592					Cericv21010263m																
OG0048593					Cericv21010245m																
OG0048594					Cericv21011756m																
OG0048595					Cericv21010158m																
OG0048596					Cericv21010906m																
OG0048597					Cericv21011713m																
OG0048598					Cericv21012430m																
OG0048599					Cericv21012762m																
OG0048600					Cericv21012172m																
OG0048601					Cericv21011470m																
OG0048602					Cericv21012992m																
OG0048603					Cericv21012265m																
OG0048604					Cericv21010464m																
OG0048605					Cericv21012459m																
OG0048606					Cericv21011199m																
OG0048607					Cericv21011932m																
OG0048608					Cericv21009904m																
OG0048609					Cericv21009171m																
OG0048610					Cericv21010667m																
OG0048611					Cericv21009477m																
OG0048612					Cericv21009988m																
OG0048613					Cericv21009162m																
OG0048614					Cericv21010557m																
OG0048615					Cericv21010156m																
OG0048616					Cericv21010247m																
OG0048617					Cericv21010450m																
OG0048618					Cericv21011960m																
OG0048619					Cericv21012443m																
OG0048620					Cericv21010967m																
OG0048621					Cericv21012425m																
OG0048622					Cericv21011188m																
OG0048623					Cericv21010800m																
OG0048624					Cericv21012695m																
OG0048625					Cericv21009218m																
OG0048626					Cericv21011034m																
OG0048627					Cericv21011150m																
OG0048628					Cericv21010377m																
OG0048629					Cericv21012261m																
OG0048630					Cericv21010943m																
OG0048631					Cericv21011728m																
OG0048632					Cericv21011164m																
OG0048633					Cericv21009790m																
OG0048634					Cericv21009861m																
OG0048635					Cericv21011606m																
OG0048636					Cericv21010976m																
OG0048637					Cericv21012827m																
OG0048638					Cericv21010378m																
OG0048639					Cericv21009220m																
OG0048640					Cericv21010796m																
OG0048641					Cericv21012334m																
OG0048642					Cericv21012581m																
OG0048643					Cericv21012944m																
OG0048644					Cericv21009850m																
OG0048645					Cericv21011186m																
OG0048646					Cericv21012744m																
OG0048647					Cericv21011300m																
OG0048648					Cericv21010287m																
OG0048649					Cericv21010250m																
OG0048650					Cericv21009942m																
OG0048651					Cericv21012637m																
OG0048652					Cericv21012069m																
OG0048653					Cericv21011239m																
OG0048654					Cericv21010404m																
OG0048655					Cericv21009499m																
OG0048656					Cericv21009500m																
OG0048657					Cericv21011410m																
OG0048658					Cericv21010202m																
OG0048659					Cericv21010959m																
OG0048660					Cericv21012076m																
OG0048661					Cericv21010678m																
OG0048662					Cericv21010099m																
OG0048663					Cericv21011189m																
OG0048664					Cericv21010436m																
OG0048665					Cericv21012324m																
OG0048666					Cericv21012997m																
OG0048667					Cericv21009217m																
OG0048668					Cericv21011192m																
OG0048669					Cericv21012268m																
OG0048670					Cericv21009230m																
OG0048671					Cericv21010410m																
OG0048672					Cericv21011134m																
OG0048673					Cericv21009716m																
OG0048674					Cericv21012523m																
OG0048675					Cericv21010513m																
OG0048676					Cericv21011658m																
OG0048677					Cericv21009261m																
OG0048678					Cericv21010918m																
OG0048679					Cericv21009867m																
OG0048680					Cericv21011738m																
